EKdl/9IPYtvoMWmFfN91kKDc1cYFLxJH2/fAjutJwv4=,01/Jul/1995:00:05:09,GET /shuttle/missions/61-c/mission-61-c.html HTTP/1.0,200,8368,/shuttle/missions/61-c/mission-61-c.html,NA
K7gY+j+iNUoPEVbkabyk+cVKlVrfnv0EVmi7ujmdbB0=,01/Jul/1995:00:05:13,GET /shuttle/missions/sts-78/news HTTP/1.0,302,-,/shuttle/missions/sts-78/news,NA
K7gY+j+iNUoPEVbkabyk+cVKlVrfnv0EVmi7ujmdbB0=,01/Jul/1995:00:05:14,GET /shuttle/missions/sts-78/news/ HTTP/1.0,200,374,/shuttle/missions/sts-78/news/,NA
ybCmFpku/L5KWPWVCAzVsxz2XhSsuhGr5XzNVsPog2c=,01/Jul/1995:00:05:18,GET /shuttle/missions/sts-78/mission-sts-78.html HTTP/1.0,200,4377,/shuttle/missions/sts-78/mission-sts-78.html,NA
LMt5ZvUwuB93H0bOsKCLFWX/mPIhvtXF+Rw3RJvweRM=,01/Jul/1995:00:05:19,GET /shuttle/missions/51-l/images/850128.GIF HTTP/1.0,200,172498,/shuttle/missions/51-l/images/850128.GIF,Australia
c6n4xbwq0wF6qERFI+2sSQ==,01/Jul/1995:00:05:21,"GET /cgi-bin/imagemap/countdown?302,275 HTTP/1.0",302,98,"/cgi-bin/imagemap/countdown?302,275",Canada
nubbb5nQOU+RN0xbfjiIqkRPqGdn+nNA3klodFJV92o=,01/Jul/1995:00:05:22,GET /shuttle/missions/sts-71/images/images.html HTTP/1.0,200,7634,/shuttle/missions/sts-71/images/images.html,NA
K7gY+j+iNUoPEVbkabyk+cVKlVrfnv0EVmi7ujmdbB0=,01/Jul/1995:00:05:23,GET /shuttle/missions/sts-78/ HTTP/1.0,200,1596,/shuttle/missions/sts-78/,NA
rcY9jAPaquRqBDW1fCHAVg==,01/Jul/1995:00:05:24,GET /history/early-astronauts.txt HTTP/1.0,200,3850,/history/early-astronauts.txt,NA
RQ5m1WwhYhezwDfuuaGMcpQLJBhDLxm95nNAPgEfklA=,01/Jul/1995:00:05:25,GET / HTTP/1.0,200,7074,/,NA
c6n4xbwq0wF6qERFI+2sSQ==,01/Jul/1995:00:05:26,GET /shuttle/countdown/liftoff.html HTTP/1.0,200,4538,/shuttle/countdown/liftoff.html,Canada
cLZOUfi0eBIPavpTuRy/BX8WlVvtDQZstgw8jUUhXcY=,01/Jul/1995:00:05:29,GET /shuttle/movies/ HTTP/1.0,200,602,/shuttle/movies/,NA
nX/WS+ZtzF+OwLbWWlAuoL5kbWs2RSR4PlVkq0aC00k=,01/Jul/1995:00:05:30,GET /shuttle/missions/sts-71/mission-sts-71.html HTTP/1.0,200,12040,/shuttle/missions/sts-71/mission-sts-71.html,NA
K7gY+j+iNUoPEVbkabyk+cVKlVrfnv0EVmi7ujmdbB0=,01/Jul/1995:00:05:43,GET /shuttle/missions/sts-72/mission-sts-72.html HTTP/1.0,200,3752,/shuttle/missions/sts-72/mission-sts-72.html,NA
ybCmFpku/L5KWPWVCAzVsxz2XhSsuhGr5XzNVsPog2c=,01/Jul/1995:00:05:46,GET /shuttle/missions/sts-70/mission-sts-70.html HTTP/1.0,200,13469,/shuttle/missions/sts-70/mission-sts-70.html,NA
rcY9jAPaquRqBDW1fCHAVg==,01/Jul/1995:00:05:53,GET /history/skylab/skylab.html HTTP/1.0,200,1687,/history/skylab/skylab.html,NA
QsoR4Xfu+8sW0NY/QtdWcQ==,01/Jul/1995:00:05:53,GET /shuttle/missions/sts-71/movies/movies.html HTTP/1.0,200,3092,/shuttle/missions/sts-71/movies/movies.html,United States
LfUeUhv3yvKVq//upn5v1DAWu0GgutUImoZ4vqI66e4=,01/Jul/1995:00:05:54,GET /shuttle/countdown/ HTTP/1.0,200,3985,/shuttle/countdown/,United States
